citing_work_id,cited_work_id,citation_function,rationale,citer_title,citer_year,citer_field,citer_subfield,citer_type,citer_cited_by_count
W2400063606,W2139502098,,,TOTAL CURVATURE FOR SOME MINIMAL SURFACES,1999,Mathematics,Geometry and Topology,article,0
W2404622774,W2139502098,,,Characterization of spherical immersions of surfaces in ℝ4,2016,Computer Science,Computational Theory and Mathematics,article,0
W2416832142,W2139502098,,,A vase of catenoids,2016,Mathematics,Applied Mathematics,preprint,0
W2476357857,W2139502098,,,Fundamental properties of harmonic morphisms,2003,Mathematics,Applied Mathematics,book-chapter,0
W2476731739,W2139502098,,,Complex-valued harmonic morphisms on three-dimensional Euclidean space,2003,Mathematics,Applied Mathematics,book-chapter,0
W2483565315,W2139502098,,,Weierstrass-Enneper representation for Maximal Surfaces in Hodographic coordinates,2016,Computer Science,Computer Graphics and Computer-Aided Design,preprint,0
W2484064343,W2139502098,,,Mini-twistor theory on three-dimensional space forms,2003,Mathematics,Applied Mathematics,book-chapter,0
W2492347526,W2139502098,,,The Gauss map of a complete minimal surface with finite total curvature,2016,Mathematics,Applied Mathematics,preprint,0
W2493679384,W2139502098,,,Harmonic morphisms from compact 3-manifolds,2003,Mathematics,Geometry and Topology,book-chapter,0
W2493896240,W2139502098,,,Soap Films: The Amusement of Children and Mathematicians,1996,Health Professions,Health Information Management,book-chapter,0
W2495385652,W2139502098,,,Harmonic morphisms defined by polynomials,2003,Mathematics,Applied Mathematics,book-chapter,0
W2495960389,W2139502098,,,Harmonic morphisms with one-dimensional fibres,2003,Mathematics,Applied Mathematics,book-chapter,0
W2503599935,W2139502098,,,"INTEGRAL REPRESENTATION FORMULA FOR MAXIMAL SURFACES IN THE GROUP OF RIGID MOTIONS E(1,1)",2011,Mathematics,Applied Mathematics,article,0
W2515409637,W2139502098,,,Global regularity for minimal sets near a union of two planes,2016,Computer Science,Computational Theory and Mathematics,article,0
W2519443286,W2139502098,,,The Curvature of a Surface,2016,Mathematics,Geometry and Topology,book-chapter,0
W2522037176,W2139502098,,,Convex Hull Property and Exclosure Theoremsfor H-Minimal Hypersurfaces in Carnot Groups,2016,Mathematics,Applied Mathematics,article,0
W2566202107,W2139502098,,,On Helicoidal Ends of Minimal Surfaces,1994,Mathematics,Applied Mathematics,article,0
W2608408777,W2139502098,,,"Chern–Osserman type equality for complete surfaces in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" id=""mml1"" ",2018,Mathematics,Applied Mathematics,article,0
W2609711976,W2139502098,,,Bohr's Inequality and its Extensions,2012,Mathematics,Applied Mathematics,article,0
W2612604496,W2139502098,,,"A COMPREHENSIVE OVERVIEW OF MINIMAL-SURFACE THEORY, WITH A THOROUGH MATHEMATICAL TREATMENT OF BERNSTEIN'S THEOREM, THE W",2014,Computer Science,Computational Theory and Mathematics,dissertation,0
W2765317212,W2139502098,,,On the uniqueness of vortex equations and its geometric applications,2017,Computer Science,Computational Theory and Mathematics,preprint,0
W2768817080,W2139502098,,,Modelagem Paramétrica da Geometria Complexa de Estruturas Regenerativas na Arquitetura,2017,Engineering,Architecture,conference-paper,0
W2773476925,W2139502098,,,Interpolation and optimal hitting for complete minimal surfaces with finite total curvature,2019,Mathematics,Applied Mathematics,article,0
W2796381189,W2139502098,,,Solutions to the prescribed mean curvature equation,2018,Computer Science,Computational Theory and Mathematics,article,0
W2805654360,W2139502098,,,On embedded minimal surfaces of Costa-Hoffman-Meeks type in hyperbolic space,2018,Mathematics,Applied Mathematics,preprint,0
W2883089694,W2139502098,,,Self θ-congruent minimal surfaces in ℝ<sup>3</sup>,2000,Mathematics,Applied Mathematics,article,0
W2902786241,W2139502098,,,"Uniqueness of minimal surfaces, Jacobi fields, and flat structures",2019,Computer Science,Computational Theory and Mathematics,article,0
W2903334367,W2139502098,,,"On Euler-Ramanujan formula, L-functions and minimal surfaces",2018,Mathematics,Algebra and Number Theory,preprint,0
W2918190978,W2139502098,,,Gauss Maps of Complete Minimal Surfaces,2018,Computer Science,Computer Graphics and Computer-Aided Design,conference-paper,0
W2945663656,W2139502098,,,Characterizations of the plane and the catenoid as capillary surfaces,2019,Mathematics,Applied Mathematics,preprint,0
W2949114596,W2139502098,,,Limit sets for complete minimal immersions,2006,Engineering,Computational Mechanics,preprint,0
W2949330724,W2139502098,,,A complete bounded minimal cylinder in R^3,2000,Mathematics,Geometry and Topology,preprint,0
W2949490692,W2139502098,,,Complete Flat Surfaces with two Isolated Singularities in Hyperbolic 3-space,2009,Mathematics,Geometry and Topology,preprint,0
W2949507331,W2139502098,,,Handle Addition for doubly-periodic Scherk Surfaces,2010,Mathematics,Geometry and Topology,preprint,0
W2949517724,W2139502098,,,Solutions of the generalized Weierstrass representation in four-dimensional Euclidean space,2003,Physics and Astronomy,Nuclear and High Energy Physics,preprint,0
W2949594884,W2139502098,,,Limit Surfaces of Riemann Examples,2008,Mathematics,Applied Mathematics,preprint,0
W2949726079,W2139502098,,,Embedded minimal disks with prescribed curvature blowup,2004,Mathematics,Applied Mathematics,preprint,0
W2949762328,W2139502098,,,Structure theorems for embedded disks with mean curvature bounded in L^P,2007,Mathematics,Applied Mathematics,preprint,0
W2949909346,W2139502098,,,Entire solutions to equivariant elliptic systems with variational structure,2008,Mathematics,Applied Mathematics,preprint,0
W2949959094,W2139502098,,,"On embeddedness of area-minimizing disks, and an application to constructing complete minimal surfaces",2008,Mathematics,Applied Mathematics,preprint,0
W2949993172,W2139502098,,,Higher dimensional Scherk's hypersurfaces,2001,Mathematics,Applied Mathematics,preprint,0
W2950192154,W2139502098,,,Multi-valued graphs in embedded constant mean curvature disks,2004,Mathematics,Applied Mathematics,preprint,0
W2950209116,W2139502098,,,Bounded domains which are universal for minimal surfaces,2005,Mathematics,Applied Mathematics,preprint,0
W2950550760,W2139502098,,,A characterisation of the Hoffman-Wohlgemuth surfaces in terms of their symmetries,2008,Mathematics,Geometry and Topology,preprint,0
W2950743605,W2139502098,,,A complete conformal metric of preassigned negative Gaussian curvature for a punctured hyperbolic Riemann surface,2004,Mathematics,Applied Mathematics,preprint,0
W2950853364,W2139502098,,,On doubly periodic minimal surfaces in $\mathbb H^2 \times \mathbb R$ with finite total curvature in the quotient space,2013,Mathematics,Applied Mathematics,preprint,0
W2950977412,W2139502098,,,Second order Contact of Minimal Surfaces,2002,Mathematics,Applied Mathematics,preprint,0
W2951013972,W2139502098,,,The doubly periodic Scherk-Costa surfaces,2008,Mathematics,Applied Mathematics,preprint,0
W2951052327,W2139502098,,,On the growth of solutions to the minimal surface equation over domains containing a halfplane,2013,Computer Science,Computational Theory and Mathematics,preprint,0
W2951143258,W2139502098,,,Constant mean curvature surfaces with two ends in hyperbolic space,2008,Mathematics,Applied Mathematics,preprint,0
W2951381173,W2139502098,,,The Geometry of Genus-One Helicoids,2007,Mathematics,Applied Mathematics,preprint,0
W2951462656,W2139502098,,,Irreducible constant mean curvature 1 surfaces in hyperbolic space with positive genus,1997,Mathematics,Applied Mathematics,preprint,0
W2951488499,W2139502098,,,Properly embedded minimal planar domains with infinite topology are Riemann minimal examples,2009,Mathematics,Applied Mathematics,preprint,0
W2951570665,W2139502098,,,"Embedded, Doubly Periodic Minimal Surfaces",2009,Mathematics,Applied Mathematics,preprint,0
W2951590117,W2139502098,,,Spacelike CMC 1 surfaces with elliptic ends in de Sitter 3-Space,2004,Mathematics,Applied Mathematics,preprint,0
W2951726948,W2139502098,,,Mean curvature 1 surfaces in hyperbolic 3-space with low total curvature I,2000,Mathematics,Applied Mathematics,preprint,0
W2951787810,W2139502098,,,Non-proper helicoid-like limits of closed minimal surfaces in 3-manifolds,2008,Mathematics,Applied Mathematics,preprint,0
W2952029690,W2139502098,,,Properness of associated minimal surfaces,2012,Mathematics,Applied Mathematics,preprint,0
W2952700686,W2139502098,,,Maximal surfaces with singularities in Minkowski space,2003,Mathematics,Applied Mathematics,preprint,0
W2952733696,W2139502098,,,The embedded singly periodic Scherk-Costa surfaces,2004,Mathematics,Applied Mathematics,preprint,0
W2952827099,W2139502098,,,A connection between flat fronts in hyperbolic space and minimal surfaces in euclidean space,2015,Mathematics,Geometry and Topology,preprint,0
W2953202155,W2139502098,,,Minimal surfaces with only horizontal symmetries,2009,Mathematics,Applied Mathematics,preprint,0
W2962693144,W2139502098,,,Triply periodic minimal surfaces which converge to the Hoffman–Wohlgemuth example,2010,Mathematics,Applied Mathematics,article,0
W2963462839,W2139502098,,,ANALYTIC EXTENSION OF A MAXIMAL SURFACE IN L 3 ALONG ITS BOUNDARY,2009,Mathematics,Applied Mathematics,article,0
W2963869389,W2139502098,,,On the total curvature and extrinsic area growth of surfaces with tamed second fundamental form,2016,Mathematics,Applied Mathematics,article,0
W2964026780,W2139502098,,,A limit-method for solving period problems on minimal surfaces,2008,Mathematics,Geometry and Topology,preprint,0
W2964090714,W2139502098,,,Period problems for mean curvature one surfaces in $H^3$ (with applications to surfaces of low total curvature),2019,Mathematics,Applied Mathematics,conference-paper,0
W2966842136,W2139502098,,,Topics in Lorentz Geometry,2019,Mathematics,Applied Mathematics,preprint,0
W2997416149,W2139502098,,,An example of a minimal surface of genus one with two catenoid ends and one Enneper end,2019,Mathematics,Applied Mathematics,preprint,0
W2997533363,W2139502098,,,Anisotropic image evolution of Synge-Beil type,2019,Computer Science,Computer Vision and Pattern Recognition,article,0
W3004126860,W2139502098,,,The $$C_{m r}^{\kappa h}$$ minimal surfaces,2020,Engineering,Computational Mechanics,article,0
W3005434676,W2139502098,,,Minimal graphs and differential inclusions,2021,Mathematics,Applied Mathematics,article,0
W3007577977,W2139502098,,,Reflection principle for lightlike line segments on maximal surfaces,2020,Mathematics,Applied Mathematics,preprint,0
W3037048899,W2139502098,,,Hodographic vortices,2009,Physics and Astronomy,Statistical and Nonlinear Physics,article,0
W3080476139,W2139502098,,,A Sharp Bound for the Growth of Minimal Graphs,2021,Mathematics,Applied Mathematics,article,0
W3098146151,W2139502098,,,Extending an example by Colding and Minicozzi,2020,Engineering,Computational Mechanics,article,0
W3120703590,W2139502098,,,Minimal surfaces for undergraduates,2021,Mathematics,Numerical Analysis,preprint,0
W3121134942,W2139502098,,,Minimal spacelike surfaces and the graphic equations in R^4_1,2021,Mathematics,Applied Mathematics,preprint,0
W3128399164,W2139502098,,,On Minimal Surfaces Immersed in Three Dimensional Kropina Minkowski Space,2021,Physics and Astronomy,Astronomy and Astrophysics,article,0
W3128479672,W2139502098,,,Interpolation by maximal surfaces and minimal surfaces,2021,Mathematics,Applied Mathematics,preprint,0
W3133016768,W2139502098,,,Some geometric properties of nonparametric $\mu$-surfaces in $\mathbb{R}^3$,2021,Mathematics,Applied Mathematics,preprint,0
W3134640935,W2139502098,,,A Bernstein-Type Theorem for Minimal Graphs of Higher Codimension via Singular Values,2021,Computer Science,Computational Theory and Mathematics,article,0
W3136491586,W2139502098,,,On the index of minimal surfaces with free boundary in a half-space,2021,Mathematics,Applied Mathematics,preprint,0
W3146329701,W2139502098,,,Differential Geometry and its Applications,2010,Engineering,Computational Mechanics,article,0
W3152277942,W2139502098,,,An extension of a theorem of Bers and Finn on the removability of isolated singularities to the Euler–Lagrange equations,2022,Mathematics,Geometry and Topology,article,0
W3176676630,W2139502098,,,Caracterizações de subvariedades marginalmente aprisionadas em formas espaciais,2018,Mathematics,Applied Mathematics,dissertation,0
W3179097218,W2139502098,,,Aspectos geométricos do teorema de Bernstein em ambientes Lorentzianos,2021,Mathematics,Applied Mathematics,dissertation,0
W3183424101,W2139502098,,,Modified defect relation for Gauss maps of minimal surfaces with hypersurfaces of projective varieties in subgeneral pos,2021,Mathematics,Applied Mathematics,preprint,0
W3191696329,W2139502098,,,Representação de Enneper para superfícies mínimas nos espaços Euclidiano e de Lorentz-Minkowski,2021,Mathematics,Applied Mathematics,dissertation,0
W3197095695,W2139502098,,,Minimal surfaces in Euclidean spaces by way of complex analysis,2023,Mathematics,Applied Mathematics,book-chapter,0
W3200017940,W2139502098,,,Non-positively curved Ricci surfaces with catenoidal ends,2021,Mathematics,Applied Mathematics,preprint,0
W3200496585,W2139502098,,,On complete space-like stationary surfaces in Minkowski spacetime with graphical Gauss image,2021,Mathematics,Applied Mathematics,preprint,0
W3210154379,W2139502098,,,Uniformization of surfaces with boundary and the application to the triple junction surfaces with negative Euler charact,2021,Mathematics,Applied Mathematics,preprint,0
W40211409,W2139502098,,,The structure of embedded constant mean curvature disks: extending the multi-valued graph,2007,Mathematics,Applied Mathematics,preprint,0
W40369835,W2139502098,,,STABILIT~T MEHRFACH ZUSAMMENH~NGENDER MINIMALFL~CHEN,1979,Mathematics,Geometry and Topology,article,0
W4205537050,W2139502098,,,Faculty Opinions recommendation of Heart wall myofibers are arranged in minimal surfaces to optimize organ function.,2012,Medicine,Surgery,peer-review,0
W4206259615,W2139502098,,,SUPERFÍCIES MÍNIMAS COMPLETAS E LIMITADAS EM R3,2015,Mathematics,Geometry and Topology,dissertation,0
W4210886093,W2139502098,,,Variational Calculus,2003,Engineering,Computational Mechanics,reference-entry,0
W4210951305,W2139502098,,,C Geometric tools,2011,Computer Science,Computational Theory and Mathematics,book-chapter,0
W4210959506,W2139502098,,,Nonlinear Elliptic Equations,1996,Computer Science,Computational Theory and Mathematics,book-chapter,0
W4210964149,W2139502098,,,Symbolic Computations,2007,Mathematics,Mathematical Physics,book-chapter,0
W4213046898,W2139502098,,,Superficies de curvatura media constante em r3,1992,Mathematics,Applied Mathematics,dissertation,0
W4213296106,W2139502098,,,As normais as superficies minimas em 'IR POT. 3',1975,Social Sciences,Health,dissertation,0
W4214714068,W2139502098,,,Curvature Estimates for Minimal Surfaces,1992,Mathematics,Applied Mathematics,article,0
W4226293869,W2139502098,,,Surfaces of Orthonormal Frame Bundle with Wagner Lift Metric,2022,Mathematics,Geometry and Topology,article,0
W4229538596,W2139502098,,,Reduction techniques,2003,Computer Science,Computational Theory and Mathematics,book-chapter,0
W4230332960,W2139502098,,,B,1988,Mathematics,Geometry and Topology,book-chapter,0
W4232543173,W2139502098,,,Characterization of spherical immersions of surfaces in R4,2016,Engineering,Computational Mechanics,article,0
W4232842460,W2139502098,,,A New Family of Enneper Type Minimal Surfaces,1990,Mathematics,Applied Mathematics,article,0
W4233857576,W2139502098,,,,1994,,,paratext,0
W4236007765,W2139502098,,,Isoperimetric type inequalities in spaces of analytic functions,2013,Mathematics,Applied Mathematics,dissertation,0
W4236135921,W2139502098,,,On a Conjecture of Nitsche,1992,Mathematics,Mathematical Physics,article,0
W4236522220,W2139502098,,,Bibliography,2004,,,paratext,0
W4239336856,W2139502098,,,Minimal Surface Equation,2015,Engineering,Computational Mechanics,reference-entry,0
W4240373209,W2139502098,,,Libro de resúmenes del ECI 2015 de invierno,2020,Environmental Science,Global and Planetary Change,article,0
W4242029163,W2139502098,,,Twistor methods,2003,Mathematics,Applied Mathematics,book-chapter,0
W4244276396,W2139502098,,,Bibliography,1995,Mathematics,Applied Mathematics,paratext,0
W4245854420,W2139502098,,,M,1990,Mathematics,Geometry and Topology,book-chapter,0
W4247304903,W2139502098,,,Curvature considerations,2003,Mathematics,Applied Mathematics,book-chapter,0
W4248074405,W2139502098,,,Bibliography,2016,,,paratext,0
W4248080837,W2139502098,,,Oka Manifolds,2017,Mathematics,Geometry and Topology,book-chapter,0
W4249240660,W2139502098,,,Complete Minimal Surfaces and the Puncture Number Problem,1993,Mathematics,Applied Mathematics,article,0
W4252795197,W2139502098,,,The Laplace Equation and Wave Equation,1996,Computer Science,Computational Theory and Mathematics,book-chapter,0
W4253375932,W2139502098,,,Multivalued harmonic morphisms,2003,Mathematics,Applied Mathematics,book-chapter,0
W4254010729,W2139502098,,,References,2016,Physics and Astronomy,Statistical and Nonlinear Physics,paratext,0
W4254351106,W2139502098,,,Bibliography,1994,,,paratext,0
W4254792894,W2139502098,,,Bibliography,1984,Mathematics,Applied Mathematics,paratext,0
W4255874239,W2139502098,,,SUPERFÍCIES MÍNIMAS EM R3,2013,Mathematics,Applied Mathematics,dissertation,0
W4290858944,W2139502098,,,Dedication,2003,Mathematics,Applied Mathematics,paratext,0
W4290859792,W2139502098,,,Copyright Page,2003,Mathematics,Applied Mathematics,paratext,0
W4290859858,W2139502098,,,Appendix,2003,Mathematics,Applied Mathematics,paratext,0
W4290860177,W2139502098,,,Introduction,2003,Mathematics,Applied Mathematics,other,0
W4312609325,W2139502098,,,Hydrodynamics,2022,Engineering,Computational Mechanics,book-chapter,0
W4320017658,W2139502098,,,Conformal Parametrizations Defined by Polynomials,2023,Mathematics,Numerical Analysis,preprint,0
W4323321659,W2139502098,,,Metodo do referencial movel na geometria conforme,1984,Mathematics,Geometry and Topology,dissertation,0
W4367365849,W2139502098,,,Conformal parametrizations defined by polynomials,2023,Mathematics,Geometry and Topology,article,0
W4377832192,W2139502098,,,Maximal graphs and harmonic mappings,2023,Mathematics,Geometry and Topology,article,0
W4385348375,W2139502098,,,Domains without parabolic minimal submanifolds and weakly hyperbolic domains,2023,Mathematics,Applied Mathematics,article,0
W4385421668,W2139502098,,,Bohr phenomenon for certain subclass of harmonic mappings,2023,Mathematics,Geometry and Topology,preprint,0
W4386123107,W2139502098,,,Dirac equations,2023,Physics and Astronomy,Nuclear and High Energy Physics,book-chapter,0
W4386123108,W2139502098,,,Schrödinger equation and quantum mechanics,2023,Physics and Astronomy,Statistical and Nonlinear Physics,book-chapter,0
W4386123111,W2139502098,,,Notation and Convention,2023,Physics and Astronomy,Astronomy and Astrophysics,other,0
W4386123114,W2139502098,,,Strings and branes,2023,Physics and Astronomy,Nuclear and High Energy Physics,book-chapter,0
W4386123116,W2139502098,,,Special relativity,2023,Physics and Astronomy,Astronomy and Astrophysics,book-chapter,0
W4386123117,W2139502098,,,Canonical quantization of fields,2023,Physics and Astronomy,Statistical and Nonlinear Physics,book-chapter,0
W4386123119,W2139502098,,,Magnetic vortices in Abelian Higgs theory,2023,Physics and Astronomy,Nuclear and High Energy Physics,book-chapter,0
W4386123120,W2139502098,,,Appendices,2023,Mathematics,Applied Mathematics,reference-entry,0
W4386139101,W2139502098,,,Copyright Page,2023,Arts and Humanities,History,paratext,0
W4386139109,W2139502098,,,Non-Abelian gauge field equations,2023,Physics and Astronomy,Nuclear and High Energy Physics,book-chapter,0
W4386139134,W2139502098,,,Dedication,2023,Mathematics,Statistics and Probability,paratext,0
W4386139138,W2139502098,,,Charged vortices and Chern–Simons equations,2023,Physics and Astronomy,Nuclear and High Energy Physics,book-chapter,0
W4386139152,W2139502098,,,Preface,2023,Physics and Astronomy,Nuclear and High Energy Physics,paratext,0
W4386139205,W2139502098,,,"Maxwell equations, Dirac monopole, and gauge fields",2023,Physics and Astronomy,Statistical and Nonlinear Physics,book-chapter,0
W4386139214,W2139502098,,,Abelian gauge field equations,2023,Physics and Astronomy,Astronomy and Astrophysics,book-chapter,0
W4386143613,W2139502098,,,Skyrme model and related topics,2023,Physics and Astronomy,Nuclear and High Energy Physics,book-chapter,0
W4386143627,W2139502098,,,Einstein equations and related topics,2023,Physics and Astronomy,Astronomy and Astrophysics,book-chapter,0
W4386185259,W2139502098,,,Minimal surfaces with symmetries,2023,Mathematics,Applied Mathematics,preprint,0
W4386755225,W2139502098,,,The Gauss images of complete minimal surfaces of genus zero of finite total curvature,2023,Mathematics,Geometry and Topology,preprint,0
W4389145771,W2139502098,,,Differential Geometry of Position Vector Fields,2023,Engineering,Control and Systems Engineering,conference-paper,0
W4391319518,W2139502098,,,Solutions to the Magnetic Ginzburg–Landau Equations Concentrating on Codimension-2 Minimal Submanifolds,2024,Mathematics,Applied Mathematics,article,0
W4392680914,W2139502098,,,Minimal surfaces with symmetries,2024,Mathematics,Applied Mathematics,article,0
W4394976152,W2139502098,,,Variants of Bernstein’s theorem for variational integrals with linear and nearly linear growth,2024,Mathematics,Applied Mathematics,article,0
W4401452893,W2139502098,,,Efficient Electromagnetic Scattering Simulation for Inhomogeneous Objects with Triply Periodic Minimal Surface Structure,2024,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",conference-paper,0
W4401854102,W2139502098,,,Complete stable minimal submanifolds with a parallel unit normal section in a Euclidean space,2024,Mathematics,Applied Mathematics,article,0
W4410498166,W2139502098,,,On stability of minimal surfaces and recent works,2025,Mathematics,Applied Mathematics,article,0
W4411582082,W2139502098,,,Transformation from Weaire-Phelan packing to thermally stable Euler crystals in polycrystalline face-centered cubic meta,2025,Materials Science,Materials Chemistry,article,0
W4412819067,W2139502098,,,Visualizing Shape Functionals via Sinkhorn Multidimensional Scaling,2025,Engineering,Computational Mechanics,article,0
W4412895559,W2139502098,,,On the index of Fraser–Sargent‐type minimal surfaces,2025,Mathematics,Applied Mathematics,article,0
W4413406977,W2139502098,,,Polygonal surfaces in pseudo-hyperbolic spaces,2025,Mathematics,Applied Mathematics,article,0
W54510340,W2139502098,,,Discrete Methods in Differential Geometry,2014,Engineering,Computational Mechanics,book-chapter,0
W62206345,W2139502098,,,The Comparison and Tangency Principles,2013,Mathematics,Applied Mathematics,book-chapter,0
W63223546,W2139502098,,,"Form Finding, Analysis and Computer Aided Design of Tension Structures",2009,Engineering,Civil and Structural Engineering,book-chapter,0
W644707799,W2139502098,,,Quelques applications des fonctions a variation bornée en dimension finie et infinie,2011,Computer Science,Computational Theory and Mathematics,dissertation,0
W69941461,W2139502098,,,Triply Periodic Nanostructures,2007,Materials Science,Materials Chemistry,book-chapter,0
W89994387,W2139502098,,,Minimal Surface Form-Finding Analysis of the Membrane Structure,2011,Engineering,Civil and Structural Engineering,conference-paper,0
W901659341,W2139502098,,,“Ellipsoid-of-Revolution to Cylinder”: Oblique Aspect,2014,Social Sciences,"Geography, Planning and Development",book-chapter,0
W9467931,W2139502098,,,A Laboratory for Geometric Performance 1,1999,Arts and Humanities,Visual Arts and Performing Arts,article,0
